latitude,longitude,rwi,error
2.9101249,10.5358887,-0.249,0.360
7.0899903,13.2604980,-0.622,0.362
4.7735207,13.2604980,-0.585,0.361
10.8440961,14.6008301,-0.706,0.337
3.0417830,10.2722168,-0.491,0.349
12.3507339,14.4470215,-0.232,0.351
10.3473437,14.6887207,-0.832,0.335
4.0724942,11.2170410,0.103,0.385
5.6050520,14.0734863,0.496,0.497
6.7409861,14.2053223,0.174,0.431
6.3698938,13.1726074,-0.452,0.354
6.7628064,11.7883301,0.027,0.393
4.7735207,10.9094238,-0.380,0.400
4.5764249,11.8762207,-0.891,0.362
8.9610451,12.9968262,-0.662,0.369
6.9155204,11.8762207,-0.320,0.370
6.5882169,10.2502441,-0.246,0.346
10.1094859,15.2380371,-0.115,0.325
4.0724942,11.3269043,0.029,0.421
6.7628064,12.7331543,-0.751,0.349
4.3135463,14.8645020,-0.692,0.379
8.5049700,15.1940918,-0.495,0.331
2.9759559,11.5686035,-0.426,0.383
5.7143797,14.4470215,-0.079,0.426
6.4790672,11.6564941,-0.283,0.352
3.9629009,9.2614746,0.251,0.468
3.6998186,11.4587402,-0.017,0.370
4.5326183,9.0417480,-0.431,0.351
4.3135463,12.9309082,-0.188,0.375
9.7198857,13.4362793,-0.440,0.358
4.7516240,9.2834473,-0.300,0.344
4.0724942,13.2165527,-0.164,0.399
4.4011829,14.2272949,-0.580,0.383
12.6510579,14.2053223,-0.034,0.327
6.4790672,11.2390137,-0.255,0.362
10.3905714,14.0075684,-0.357,0.333
10.6282159,14.2712402,-0.568,0.376
3.2611771,10.2062988,-0.068,0.356
4.6640299,10.8435059,-0.085,0.362
6.3480564,11.4807129,0.124,0.359
3.3050503,10.1843262,-0.344,0.360
5.4082108,10.0744629,-0.207,0.395
9.1997151,13.8757324,-0.549,0.344
5.9329721,10.9753418,-0.445,0.350
5.7143797,10.3601074,0.041,0.364
10.7793483,14.2053223,-0.365,0.346
8.3528229,13.9416504,-0.608,0.361
6.7191648,10.7775879,-0.536,0.345
6.2606973,9.6350098,-0.506,0.340
5.7799663,10.7116699,-0.097,0.364
6.8718928,11.9860840,-0.446,0.347
2.8881803,11.9641113,-0.561,0.374
6.1733235,10.9973145,-0.524,0.352
6.4354006,9.6569824,-0.385,0.374
4.3573658,9.5471191,-0.212,0.413
12.3507339,14.4689941,-0.136,0.355
10.2176252,13.4582520,-0.420,0.333
4.5326183,9.4592285,-0.589,0.435
5.0800010,14.0295410,-0.173,0.393
10.0229482,13.4362793,-0.293,0.340
2.7565043,12.4914551,-0.107,0.337
3.8752158,11.5686035,1.259,0.527
9.6765684,13.2604980,-0.756,0.340
4.7516240,9.4592285,-0.631,0.348
3.6559638,9.7668457,-0.237,0.351
4.7078283,9.3493652,-0.589,0.353
4.7297265,9.4152832,-0.440,0.378
10.2176252,14.7106934,-0.252,0.351
6.1077838,9.5251465,-0.403,0.341
9.1780244,14.2492676,-0.460,0.333
5.2550677,14.4030762,-0.555,0.356
3.1076060,11.1730957,-0.344,0.345
10.2176252,14.6667480,-0.094,0.340
3.2831139,10.8654785,-0.598,0.347
3.2392398,11.3488770,-0.483,0.354
3.9190595,9.8327637,-0.086,0.359
10.3473437,13.6120605,-0.242,0.333
10.4986143,14.6447754,-0.451,0.350
7.7436512,13.9636230,-0.762,0.337
5.3207052,10.3161621,0.615,0.478
3.8094460,13.3264160,-0.296,0.359
4.3135463,12.6232910,-0.549,0.374
10.5418209,14.1174316,-0.025,0.414
10.7793483,13.6779785,-0.617,0.337
4.0505767,9.8327637,-0.089,0.478
5.4738318,10.3820801,0.442,0.488
7.2207995,14.3591309,-0.391,0.339
5.9329721,11.4807129,-0.319,0.412
3.9848207,11.4807129,-0.010,0.426
9.4165483,13.0187988,-0.407,0.351
10.3473437,13.5681152,-0.385,0.360
6.3698938,13.0187988,-0.303,0.364
10.1743738,14.8205566,0.036,0.402
5.3207052,10.5139160,-0.414,0.388
4.0067400,11.0852051,-0.492,0.368
4.2039864,9.7009277,-0.514,0.404
10.5418209,13.8537598,-0.411,0.398
10.4337931,14.7985840,-0.644,0.331
10.2176252,14.6447754,-0.148,0.332
3.3927908,11.8762207,0.147,0.379
10.6282159,14.3151855,0.900,0.502
11.0166883,14.6667480,-0.354,0.337
3.8532931,11.6345215,0.271,0.426
12.6724962,14.2712402,-0.184,0.326
6.8500775,14.1394043,-0.231,0.372
6.3262180,11.0632324,-0.369,0.364
10.0013102,14.7326660,-0.653,0.332
7.1990006,13.0187988,-0.340,0.364
10.2608706,15.2819824,-0.122,0.331
2.8662354,10.0524902,-0.734,0.381
2.0100856,15.3039551,-0.876,0.352
10.2608706,13.6120605,-0.644,0.339
4.5764249,9.6789551,-0.623,0.634
10.3689583,15.1501465,-0.365,0.333
10.2176252,13.9855957,-0.609,0.339
4.9705600,9.2395020,-0.103,0.345
4.4011829,11.5686035,-0.332,0.357
5.9111167,10.6237793,-0.539,0.371
4.7297265,14.6887207,-0.565,0.360
3.8532931,11.5026855,1.536,0.503
5.7362428,10.9753418,-0.403,0.355
6.1951683,10.7116699,-0.318,0.372
9.3298312,13.3044434,-0.411,0.346
10.2608706,14.7766113,-0.398,0.346
4.2916356,9.6350098,0.321,0.355
4.0286586,12.4255371,-0.406,0.348
7.3079846,13.8977051,-0.171,0.351
4.9486696,13.9416504,-0.197,0.418
9.2430925,13.6340332,-0.356,0.349
6.3917304,10.0744629,0.996,0.533
2.9540126,9.9206543,1.081,0.555
3.3708564,11.3269043,-0.576,0.362
3.3927908,10.2722168,-0.581,0.358
6.3480564,13.5681152,-0.605,0.367
7.5258726,13.7219238,-0.684,0.359
10.8225151,13.8757324,-0.697,0.349
10.2608706,13.7658691,-0.378,0.353
6.5445599,13.3044434,-0.061,0.367
7.2643942,14.1174316,-0.535,0.344
10.9951198,14.6008301,-0.723,0.336
4.5764249,13.8317871,-0.332,0.383
7.1990006,13.8098145,-0.414,0.348
4.1382430,9.6350098,-0.285,0.446
12.7582314,14.6008301,-0.420,0.346
10.0229482,14.0954590,-0.303,0.338
11.0813844,14.0954590,-0.376,0.382
5.4300853,10.4260254,1.001,0.473
4.0067400,12.7990723,-0.609,0.408
3.3269861,11.9201660,-0.766,0.358
8.5049700,14.1833496,-0.559,0.349
6.5445599,10.2941895,-0.666,0.352
6.4354006,10.9753418,-0.198,0.359
9.0261526,13.6120605,-0.354,0.387
4.9267785,10.6457520,-0.420,0.358
10.3473437,13.7878418,-0.429,0.366
6.5445599,11.5246582,-0.467,0.392
3.1953637,11.9421387,0.355,0.437
3.6998186,13.0627441,-0.549,0.344
6.2388552,11.0632324,-0.847,0.381
10.0662199,13.6779785,-0.615,0.338
4.1820725,11.7004395,-0.058,0.354
2.2077054,10.8874512,-0.444,0.340
6.4135660,9.5471191,-0.666,0.340
4.9486696,9.7668457,0.014,0.373
4.7735207,10.8654785,-0.313,0.449
6.5227299,10.1623535,-0.130,0.400
4.2258996,9.7668457,0.037,0.381
4.7735207,8.6901855,-0.198,0.427
3.5024552,11.0852051,-0.175,0.357
5.6050520,13.9855957,-0.435,0.379
4.6640299,9.4592285,0.170,0.474
4.9705600,10.6237793,-0.190,0.354
12.2004420,14.6228027,-0.428,0.327
2.9759559,12.3376465,-0.464,0.341
6.6100440,10.2282715,-0.387,0.350
10.8225151,13.6999512,-0.236,0.404
6.0640861,10.1623535,-0.287,0.396
3.7655967,10.6677246,-0.405,0.357
6.5008990,11.4367676,-0.297,0.345
5.8018269,10.8215332,-0.239,0.359
11.8565990,15.0402832,-0.279,0.349
4.3792747,9.3493652,-0.613,0.374
10.1094859,14.6667480,-0.535,0.353
9.9796707,13.4802246,-0.483,0.344
8.6787785,14.0515137,-0.151,0.345
6.6318701,10.7995605,-0.466,0.344
5.7581050,11.0412598,-0.378,0.361
4.6202287,11.3049316,-0.260,0.380
3.5901776,11.1071777,-0.002,0.375
5.7581050,10.2062988,-0.241,0.347
4.7735207,8.7561035,-0.048,0.344
8.2223637,14.9523926,-0.038,0.342
4.4230904,9.6130371,-0.557,0.358
5.9548266,11.2170410,0.413,0.476
9.4598988,13.9196777,-0.121,0.348
4.0724942,9.8327637,-0.261,0.473
6.1296313,10.0744629,-0.351,0.353
5.9548266,11.4807129,-0.596,0.380
3.7875216,12.2937012,-0.347,0.359
10.8872536,15.0183105,-0.611,0.335
4.2039864,9.9426270,-0.451,0.354
5.8018269,10.3161621,0.075,0.353
4.9924497,10.5139160,0.050,0.351
3.4585910,12.0300293,-0.856,0.351
2.9540126,12.0080566,0.092,0.488
3.2611771,10.7116699,-0.831,0.345
11.1891794,14.0734863,-0.485,0.363
7.3951528,13.5241699,-0.018,0.351
3.9629009,12.7551270,-0.711,0.416
10.6929962,13.6779785,-0.260,0.342
6.2825384,10.9753418,-0.282,0.375
3.0198411,15.1281738,-0.223,0.345
8.9393399,13.9855957,-0.476,0.342
6.8937071,11.8103027,0.057,0.343
3.6778914,11.7224121,-0.384,0.355
4.7297265,14.2932129,-0.332,0.361
6.5008990,10.8215332,-0.603,0.348
12.5223904,14.6008301,-0.219,0.327
3.6998186,12.3596191,-0.387,0.357
10.4986143,13.8537598,-0.563,0.335
4.1820725,14.3151855,-0.193,0.359
3.2831139,11.4147949,-0.763,0.346
6.6100440,12.1618652,-0.425,0.347
10.1743738,15.2819824,-0.554,0.380
3.8532931,11.7224121,-0.194,0.463
8.8525066,12.9528809,-0.095,0.340
5.3644596,10.1184082,1.220,0.533
4.8611009,9.8986816,-0.024,0.374
10.0878536,13.8977051,-0.358,0.347
4.2258996,10.5139160,-0.308,0.350
3.0856655,10.6237793,-0.237,0.344
7.3079846,14.0734863,-0.397,0.346
5.2550677,10.5139160,0.230,0.403
5.9548266,9.1955566,-0.393,0.364
5.5831840,9.8547363,-0.804,0.353
7.6783293,14.5129395,-0.369,0.350
6.9155204,11.9860840,-0.026,0.346
2.9540126,11.8103027,-0.084,0.411
3.7436712,10.1623535,-0.225,0.377
4.6640299,14.6008301,-0.611,0.361
3.3927908,11.5905762,-0.742,0.350
3.0856655,11.8762207,-0.246,0.350
4.0724942,11.8981934,-0.079,0.495
11.0382553,14.7766113,-0.629,0.348
4.3573658,11.8103027,-0.584,0.474
5.4082108,9.7229004,-0.585,0.380
4.2258996,14.2053223,-0.661,0.368
4.5983271,13.6779785,0.462,0.513
3.0856655,11.8981934,-0.174,0.406
6.3480564,10.8215332,-0.321,0.370
6.3917304,9.9206543,-0.625,0.379
2.9759559,12.0959473,-0.533,0.377
4.1601581,9.8107910,-0.063,0.407
3.5463174,11.5686035,-0.231,0.373
9.7631974,13.7658691,-0.659,0.365
10.9088300,13.8977051,-0.366,0.391
5.9329721,9.7668457,-0.345,0.370
5.8892605,10.6457520,-0.081,0.351
6.4790672,9.8107910,-0.464,0.345
11.4907908,15.1062012,-0.575,0.339
3.4805234,10.7556152,-0.380,0.348
3.5901776,11.2390137,-0.313,0.404
7.1990006,13.9636230,-0.380,0.352
11.0813844,14.4909668,-0.305,0.333
3.5024552,12.6013184,-0.923,0.349
5.6269192,10.2941895,0.384,0.427
6.2606973,10.6677246,-0.259,0.351
9.1346391,13.5461426,-0.467,0.359
10.6282159,13.8977051,0.233,0.460
10.2824911,13.5241699,-0.060,0.330
3.5682478,12.4694824,-0.926,0.358
4.1382430,9.8547363,0.025,0.413
4.3354564,14.9963379,-0.613,0.358
4.8173122,13.8317871,-0.611,0.421
5.6706511,10.8654785,-0.281,0.374
2.4052990,10.0524902,-0.528,0.345
3.4805234,11.1950684,-0.437,0.352
12.1789647,14.7766113,-0.492,0.326
2.5150610,10.7775879,0.045,0.348
7.4823037,13.7878418,-0.745,0.352
4.8611009,13.3483887,-0.403,0.367
4.2697242,13.0627441,-0.505,0.382
10.0013102,14.9084473,-0.664,0.351
4.7954168,9.3054199,-0.647,0.371
6.5663889,12.4914551,-0.106,0.371
7.3079846,12.4694824,-0.399,0.344
7.0027636,12.1618652,-0.485,0.347
3.9848207,11.2170410,-0.040,0.365
10.9735497,14.1833496,-0.299,0.379
3.5463174,11.6564941,-0.269,0.353
4.7297265,14.5568848,-0.877,0.378
4.0286586,10.5578613,-0.292,0.378
2.0979197,15.1721191,-1.160,0.355
2.5150610,13.0407715,-0.608,0.355
9.3515125,13.2824707,-0.684,0.347
10.9519780,14.0954590,-0.371,0.343
7.1990006,12.0080566,-0.369,0.346
6.5227299,11.8322754,-0.526,0.349
7.6129974,15.3698730,-0.440,0.350
6.6100440,10.8874512,-0.421,0.340
6.3043786,10.8654785,-0.723,0.350
4.8173122,9.6789551,-0.338,0.361
3.7875216,10.8874512,-0.916,0.355
5.4519589,10.9094238,-0.633,0.348
6.0859354,10.4919434,-0.808,0.353
8.9176335,12.8649902,0.084,0.343
4.0067400,9.1735840,0.722,0.527
9.6332456,13.6560059,-0.471,0.337
5.5175751,10.6237793,1.143,0.517
3.9190595,12.0520020,0.012,0.368
9.5465832,13.2165527,-0.295,0.384
3.7875216,11.3269043,-0.031,0.396
5.1675404,10.5358887,-0.018,0.416
10.4554016,15.0402832,-0.576,0.353
3.4366581,11.7663574,0.399,0.449
5.8236865,11.3708496,-0.268,0.350
3.8094460,10.2062988,-0.772,0.393
10.1311167,13.7219238,0.124,0.404
7.8524985,15.2819824,-0.463,0.350
6.5008990,10.9094238,-0.553,0.362
5.4957038,9.5471191,-0.491,0.337
5.9548266,9.3054199,-0.448,0.365
6.5008990,9.7229004,-0.543,0.385
3.7655967,10.7775879,-0.462,0.373
9.6765684,13.9416504,-0.471,0.343
4.0286586,10.7995605,-0.376,0.368
7.2643942,12.0080566,-0.245,0.361
6.6755194,11.0412598,-0.479,0.352
6.9809543,10.1623535,-0.404,0.341
6.1077838,9.8547363,-0.401,0.355
3.7436712,10.1184082,-0.147,0.391
6.0422360,14.0295410,-0.909,0.354
5.0581143,10.4260254,-0.205,0.364
10.7145865,14.4909668,-0.204,0.395
3.5682478,10.9094238,0.143,0.384
6.9809543,13.4582520,-0.447,0.346
5.5831840,10.2941895,0.031,0.489
10.2608706,14.6447754,-0.193,0.343
7.0245718,14.0734863,-0.481,0.343
5.8455454,10.0305176,-0.486,0.371
6.3262180,10.3161621,-0.473,0.350
6.9373327,12.7551270,-0.699,0.349
4.7735207,14.6667480,-0.807,0.454
7.0681852,14.5788574,-0.540,0.346
4.1163273,9.2614746,-0.327,0.427
11.0166883,14.9304199,-0.575,0.360
10.2176252,13.8098145,-0.400,0.360
4.0505767,14.5788574,-0.611,0.356
9.5899171,13.6779785,-0.345,0.343
10.0662199,14.4250488,-0.052,0.330
7.6565531,12.3815918,-0.292,0.396
5.7362428,10.1623535,0.670,0.438
11.1245072,14.3811035,-0.313,0.387
4.8173122,10.9973145,-0.259,0.381
2.0540032,14.9523926,-1.099,0.344
4.7954168,9.7668457,-0.217,0.438
3.1734250,11.0192871,-0.434,0.354
6.4354006,10.7775879,0.570,0.464
3.1295462,11.8322754,0.166,0.394
11.3831090,14.3591309,-0.460,0.343
3.8532931,12.2277832,-0.197,0.369
4.9048867,9.8767090,0.034,0.394
3.9848207,11.8762207,0.044,0.478
4.5545219,13.5021973,-0.118,0.390
4.5764249,13.6120605,-0.503,0.417
3.9190595,12.1398926,-0.081,0.355
5.5831840,10.8654785,-0.030,0.365
10.7361753,14.4470215,-0.122,0.366
3.8532931,11.6784668,-0.257,0.444
4.2697242,11.3488770,0.358,0.414
5.7362428,11.1071777,-0.727,0.374
4.0724942,11.5026855,0.097,0.465
12.4794869,14.4689941,-0.224,0.337
11.4046486,14.8205566,-0.822,0.344
2.7784514,12.5354004,0.097,0.388
8.1353671,13.6120605,-0.537,0.409
9.4815719,13.6779785,-0.474,0.400
3.9629009,9.7668457,0.146,0.420
4.7078283,11.2390137,-0.479,0.432
5.8236865,11.8981934,-0.497,0.345
5.9985331,9.1955566,-0.495,0.341
6.6973426,11.7443848,-0.148,0.421
7.1117945,14.2053223,-0.509,0.345
10.7793483,13.8098145,-0.254,0.365
10.0013102,14.7546387,-0.977,0.331
2.2077054,11.3269043,-0.496,0.416
4.2697242,10.8215332,-0.812,0.368
7.1772006,13.6779785,-0.469,0.397
8.7439361,13.5241699,-0.509,0.366
11.9640971,14.9523926,-0.289,0.327
9.8498038,13.7219238,-0.279,0.335
9.0261526,13.4143066,-0.478,0.369
2.7345569,13.0847168,-0.085,0.384
3.0198411,9.9426270,-0.083,0.465
7.3951528,12.9748535,0.207,0.374
5.8674033,11.0852051,-0.450,0.363
3.5463174,10.8874512,-0.270,0.352
5.2550677,10.3161621,0.100,0.372
10.7361753,14.5788574,0.004,0.418
6.4790672,11.1291504,-0.354,0.343
10.0445848,14.5788574,-0.624,0.332
6.2606973,12.6232910,-0.459,0.371
7.1553996,13.0407715,-0.566,0.362
2.6467632,11.7004395,-0.123,0.337
11.1029466,14.5788574,-0.555,0.334
5.1894234,10.4479980,0.047,0.402
9.5682508,13.9855957,-0.498,0.339
7.2643942,11.8981934,-0.070,0.345
3.2831139,12.0080566,-0.636,0.356
4.7954168,9.2395020,-0.059,0.344
8.4180361,15.1501465,-0.768,0.330
5.8674033,10.6457520,-0.347,0.348
4.4669035,12.7990723,-0.486,0.358
4.5764249,8.7780762,-0.633,0.347
6.2388552,10.6237793,-0.491,0.379
7.2643942,14.6228027,-0.926,0.340
3.9848207,9.9426270,-0.510,0.429
8.5049700,13.3703613,-0.787,0.370
4.4449973,9.3493652,-0.429,0.351
6.1733235,11.2609863,-0.368,0.358
8.8525066,13.9636230,-0.170,0.363
6.8064439,11.8762207,-0.557,0.368
5.4300853,12.0080566,-0.680,0.367
6.6536952,11.6784668,-0.045,0.361
6.4135660,11.3488770,-0.055,0.415
4.0944111,11.2829590,-0.086,0.419
4.9486696,10.2282715,-0.556,0.368
6.8718928,12.0080566,-0.734,0.364
3.4585910,10.4919434,-0.533,0.349
4.3354564,11.0632324,-0.473,0.359
4.0286586,9.5251465,-0.271,0.398
6.0422360,10.2941895,-0.448,0.381
4.9705600,10.0744629,-0.538,0.375
8.5049700,13.5021973,-0.406,0.359
11.4261866,15.0622559,0.010,0.329
7.3297783,12.6452637,-0.674,0.402
5.5613152,10.5798340,-0.235,0.356
10.7793483,13.8537598,-0.422,0.346
4.0944111,11.8981934,-0.315,0.488
4.4230904,10.9094238,-0.620,0.363
4.3354564,14.7546387,-0.608,0.356
9.2430925,14.1833496,-0.321,0.328
8.3310827,14.1833496,-0.603,0.358
5.2550677,10.4699707,0.195,0.408
5.5175751,14.0075684,-0.470,0.362
10.0662199,14.7106934,-0.528,0.336
8.5267005,14.0295410,-0.506,0.338
9.2430925,13.7658691,0.535,0.464
4.5545219,11.8762207,-0.217,0.367
4.4011829,11.0192871,-0.353,0.358
4.6640299,9.4372559,0.103,0.454
6.0422360,10.1623535,-0.082,0.446
3.2611771,12.1838379,0.078,0.353
5.5175751,10.2722168,0.266,0.400
4.2916356,14.7106934,-0.341,0.356
3.8752158,11.3708496,0.375,0.534
4.2697242,9.3273926,-0.762,0.355
5.4300853,10.7336426,-0.623,0.384
7.0463790,12.5793457,-0.723,0.353
6.3917304,10.2502441,-0.644,0.366
3.7875216,12.2058105,-0.565,0.470
6.8937071,14.0075684,0.086,0.347
3.4805234,15.3039551,-0.792,0.357
4.5545219,11.6564941,-0.871,0.373
4.2916356,11.6345215,0.363,0.475
9.4382242,13.7438965,-0.353,0.338
4.6202287,10.8874512,0.046,0.414
6.6100440,11.0192871,-0.929,0.348
4.1163273,14.6008301,-0.779,0.353
5.0800010,12.0520020,-0.436,0.369
9.2430925,13.1945801,-0.387,0.347
5.5831840,10.4040527,-0.517,0.369
9.2214045,13.5021973,-0.416,0.353
6.6318701,12.9748535,-0.333,0.358
4.0067400,11.8981934,-0.143,0.375
4.3354564,9.0637207,-0.225,0.382
3.7217452,11.3708496,-0.487,0.393
4.2258996,11.7663574,-0.278,0.355
3.5682478,11.2170410,-0.007,0.351
6.6318701,11.6564941,-0.481,0.349
4.5326183,11.3708496,-0.237,0.363
2.7565043,11.8981934,-0.593,0.345
3.6778914,10.5578613,-0.672,0.363
12.5009395,14.7546387,-0.374,0.330
4.5107140,12.7770996,-0.560,0.360
4.9924497,14.3811035,-0.041,0.518
5.8892605,10.0305176,0.815,0.468
7.2425974,12.2277832,-0.299,0.364
5.0581143,10.0305176,-0.127,0.351
4.7516240,11.0412598,-0.139,0.357
9.3515125,13.1945801,-0.449,0.362
3.6778914,10.2282715,-0.886,0.355
8.5484296,13.8977051,-0.501,0.347
10.7577626,14.5568848,-0.564,0.357
4.5764249,13.5241699,-0.546,0.466
11.8565990,14.9743652,-0.726,0.338
6.6100440,12.4694824,-0.902,0.352
8.6136097,14.2932129,-0.162,0.341
2.9101249,9.9426270,-0.050,0.475
4.1382430,11.1071777,-0.473,0.379
6.8282612,12.1179199,-0.353,0.355
2.6687122,12.7111816,-0.131,0.386
3.1514858,12.1179199,0.494,0.433
3.9409805,11.8322754,-0.324,0.373
4.2039864,11.3269043,-0.320,0.372
6.0422360,10.0524902,-0.481,0.358
3.9629009,12.2058105,-0.598,0.354
3.0637244,10.2062988,-0.513,0.349
4.5764249,9.4812012,0.001,0.430
4.3354564,14.5788574,-0.147,0.368
5.2550677,13.2385254,-0.546,0.387
4.8173122,14.6447754,-0.613,0.364
6.0640861,10.3820801,-1.002,0.352
6.8282612,13.1506348,-0.705,0.345
3.0198411,15.1062012,-0.266,0.346
6.4354006,13.0407715,0.083,0.351
5.8674033,11.0412598,-0.472,0.352
6.5882169,10.2062988,-0.504,0.361
7.1117945,11.8981934,-0.406,0.352
4.7516240,10.8435059,-0.264,0.431
9.3298312,13.5681152,-0.165,0.345
11.1676236,14.3151855,-0.442,0.361
10.9735497,13.8098145,-0.078,0.340
2.6687122,13.2385254,-0.212,0.345
8.3745618,14.1613770,-0.494,0.349
9.3298312,13.5900879,-0.351,0.373
5.7581050,9.8107910,-0.246,0.368
10.8225151,14.4030762,-0.545,0.340
5.9766803,9.7009277,-0.715,0.386
4.5545219,12.8869629,-0.364,0.360
4.7954168,8.6242676,0.169,0.401
10.3689583,15.1281738,-0.435,0.387
5.8236865,9.9426270,0.125,0.361
6.8064439,12.3156738,-0.199,0.350
8.1788678,14.0515137,-0.343,0.343
5.9111167,10.7556152,-0.525,0.349
7.3297783,12.2717285,-0.792,0.340
4.0286586,12.7770996,-0.205,0.352
10.9519780,14.2053223,-0.034,0.402
3.1734250,11.0632324,0.172,0.352
9.6765684,13.8977051,-0.463,0.341
4.5107140,14.3591309,-0.373,0.364
10.1311167,13.7658691,-0.172,0.337
9.9580298,13.6340332,-0.592,0.359
6.3262180,10.1623535,-0.420,0.367
5.7799663,10.7556152,-0.313,0.417
6.9155204,13.6340332,-0.371,0.351
12.3078021,14.7985840,-0.483,0.328
10.5418209,14.6667480,-0.628,0.341
4.0286586,10.7556152,0.077,0.381
2.5809138,10.0524902,0.761,0.394
2.5370123,11.8542480,-0.625,0.341
6.5882169,9.9865723,-0.654,0.368
6.7409861,14.4689941,-0.230,0.348
9.1780244,13.5461426,-0.544,0.344
5.4519589,10.4479980,-0.106,0.488
10.6929962,14.2712402,0.371,0.396
10.0013102,14.6447754,-0.422,0.332
3.8532931,10.5139160,-0.287,0.462
3.1514858,11.7883301,-0.733,0.380
6.7191648,11.7004395,0.170,0.350
6.2388552,10.3161621,0.083,0.476
12.3936586,14.8645020,-0.396,0.323
5.7581050,11.0852051,-0.477,0.361
4.0286586,9.0856934,0.401,0.437
7.2643942,13.3044434,-0.549,0.353
9.0044514,13.8098145,-0.286,0.351
3.4147247,12.4694824,0.311,0.365
3.2392398,12.3815918,0.094,0.359
5.0362268,10.6018066,-0.471,0.367
6.5445599,13.2385254,-0.230,0.390
5.8236865,10.3161621,-0.383,0.356
3.9409805,13.9196777,-0.624,0.353
4.3354564,14.7985840,-0.370,0.367
6.9809543,11.9641113,0.067,0.346
4.9048867,13.2385254,-0.387,0.391
3.1295462,11.8103027,-0.597,0.361
6.0203850,10.9753418,-0.810,0.355
7.0463790,13.2604980,-0.836,0.347
3.7436712,11.5686035,0.217,0.386
3.9848207,11.5686035,0.357,0.452
2.6687122,13.2604980,-0.407,0.344
3.6778914,10.3161621,-0.938,0.353
4.3573658,9.3933105,-0.193,0.418
4.1820725,11.2829590,-0.382,0.355
5.5831840,10.2062988,0.305,0.457
5.1675404,13.3923340,-0.413,0.358
10.2176252,14.5788574,-0.413,0.333
6.3043786,12.4035645,-0.479,0.351
6.4572344,12.6452637,-0.546,0.378
12.2863336,14.8205566,-0.402,0.330
5.0800010,10.0085449,-0.598,0.465
6.9809543,14.4689941,-0.417,0.368
5.2550677,10.1403809,-0.265,0.371
4.4888091,13.6120605,-0.399,0.422
11.7275454,15.1062012,-0.460,0.332
5.7143797,10.7336426,-0.365,0.368
3.6121068,10.0964355,-0.310,0.357
2.3833455,10.4479980,-0.368,0.335
5.9766803,10.6457520,-0.472,0.388
9.7631974,13.8977051,-0.276,0.390
4.2039864,9.3713379,-0.899,0.389
3.3489215,11.8542480,-0.378,0.352
3.7875216,10.2722168,-0.322,0.399
5.6269192,10.2502441,1.212,0.495
10.6282159,15.0183105,-0.639,0.333
5.1894234,13.9855957,-0.184,0.386
2.4492049,9.8327637,-0.697,0.353
7.3515708,13.2824707,-0.748,0.370
6.4572344,10.0744629,-0.001,0.350
4.2697242,12.8430176,-0.394,0.375
8.5918843,13.4802246,-0.813,0.361
10.6714043,14.7326660,-0.478,0.336
10.6498109,14.6008301,-0.535,0.338
3.5901776,9.6350098,-0.265,0.360
6.4790672,10.6677246,-0.153,0.359
5.8236865,9.7668457,-0.811,0.350
10.8225151,14.2272949,-0.342,0.362
5.0581143,9.9206543,-0.137,0.366
10.5634219,13.6999512,-0.428,0.340
5.8455454,10.4699707,-0.121,0.345
6.5008990,10.4919434,-0.554,0.354
12.6724962,14.7546387,0.081,0.337
3.2392398,11.3928223,0.475,0.437
10.1960002,14.8205566,-0.360,0.372
4.4230904,10.7995605,-0.715,0.364
3.9848207,12.7770996,-0.824,0.421
7.3733623,13.5681152,0.815,0.494
12.2004420,14.8205566,-0.146,0.346
6.5882169,10.7336426,-0.195,0.352
3.0637244,10.7336426,-0.093,0.344
6.7846256,12.0080566,-0.032,0.348
3.3050503,10.0744629,-0.461,0.402
5.0143386,9.2175293,-0.330,0.357
3.3708564,11.5686035,-0.201,0.348
5.3644596,10.8215332,-0.218,0.361
6.2170122,10.9533691,-0.572,0.367
2.9759559,11.9641113,-0.130,0.420
3.1295462,13.6120605,-0.605,0.357
11.2969342,14.3811035,-0.496,0.396
10.2392486,14.1174316,-0.499,0.359
6.2825384,10.6018066,-0.395,0.351
6.5882169,12.8210449,-0.436,0.365
5.2988268,10.2502441,-0.136,0.402
12.2219175,14.8864746,-0.749,0.339
10.7577626,14.5129395,-0.047,0.347
10.1311167,13.4582520,0.125,0.497
4.8829942,11.4807129,-0.676,0.361
12.5652867,14.4030762,-0.410,0.331
4.1163273,13.7878418,-0.325,0.356
3.6778914,10.6677246,-0.504,0.361
4.4888091,12.4475098,0.028,0.366
6.1077838,9.9426270,-0.214,0.349
9.4598988,13.6999512,-0.491,0.339
5.4738318,9.8547363,-0.245,0.429
5.8455454,11.0852051,0.194,0.378
10.2392486,15.1281738,-0.247,0.331
5.4738318,9.5471191,-0.702,0.339
3.5463174,11.5026855,-0.467,0.478
10.5202184,14.6008301,0.950,0.435
4.5983271,12.9528809,-0.311,0.364
3.9848207,12.6232910,0.050,0.351
12.5009395,14.3151855,-0.398,0.334
5.8236865,10.1843262,-0.103,0.368
10.0229482,14.3371582,0.102,0.356
12.5652867,14.8425293,0.171,0.331
4.9705600,12.9089355,-0.371,0.355
12.0930384,14.8425293,-0.277,0.358
4.2039864,12.2717285,-0.887,0.352
5.8455454,14.2932129,-0.615,0.357
