WKT	thematic	mkey	osmtype	osm_id	lat	lon	amenity	name	name:en	name:fr	operator	operator:type	private	address	addr:housenumber	addr:street	addr:city	building	building:levels	building:material	building:condition	building:status	note	layer	other_tags
"POINT (28.3661389 -4.2182222)"	Education	amenity=school	n	"1229713315"	-4.218222	28.366139	school	Ecole primaire Mabenga																	"""name""=>""Ecole primaire Mabenga"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (29.0994842 -2.1380789)"	Education	amenity=school	n	"1238147438"	-2.138079	29.099484	school	Ecole primaire Buhoro																	"""name""=>""Ecole primaire Buhoro"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/24"""
"POINT (27.4473929 -11.6459449)"	Education	amenity=school	n	"3885891997"	-11.645945	27.447393	school																		"""amenity""=>""school"""
"POINT (29.0914722 -3.7929861)"	Education	amenity=school	n	"1229713517"	-3.792986	29.091472	school	Ecole primaire Boko																	"""name""=>""Ecole primaire Boko"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/01/22"""
"POINT (28.1099389 -3.2922694)"	Education	amenity=school	n	"1235017415"	-3.292269	28.109939	school	Centre d'alphabetistion El'shaddai																	"""name""=>""Centre d'alphabetistion El'shaddai"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/23"""
"POINT (15.3607727 -4.3801881)"	Education	amenity=school	n	"6584026391"	-4.380188	15.360773	school	Collège Saint Jean Apôtre							"34"	Salumu	Kinshasa	yes		brick	average				"""name""=>""Collège Saint Jean Apôtre"", ""fixme""=>""Localisation de l'Ecole"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Salumu"", ""addr:housenumber""=>""34"", ""building:material""=>""brick"", ""building:condition""=>""average"", ""building:min_level""=>""1"", ""is_in:admin_level7""=>""Limete"", ""is_in:admin_level8""=>""Salongo"""
"POINT (29.0841695 -1.9919271)"	Education	amenity=school	n	"1238147147"	-1.991927	29.08417	school	Ecole secondaire Inst Cagala																	"""name""=>""Ecole secondaire Inst Cagala"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/21"""
"POINT (28.9476667 -3.0393056)"	Education	amenity=school	n	"1237088560"	-3.039306	28.947667	school	Ecole primaire Kyugama																	"""name""=>""Ecole primaire Kyugama"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (18.249804 0.0269406)"	Education	amenity=school	n	"5731453773"	0.026941	18.249804	school	EP Bosaka				religious													"""name""=>""EP Bosaka"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Mbandaka 1"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Mbandaka"", ""is_in:admin_level7""=>""Wangata"""
"POINT (27.5562412 -11.6654994)"	Education	amenity=school	n	"3884058420"	-11.665499	27.556241	school	C.S. Malaïka																	"""name""=>""C.S. Malaïka"", ""fixme""=>""Check which building it is"", ""amenity""=>""school"""
"POINT (29.3217 0.12175)"	Education	amenity=school	n	"1207687559"	0.12175	29.3217	school	Ecole primaire Hangi																	"""name""=>""Ecole primaire Hangi"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"MULTIPOLYGON (((29.1906149 -1.6623,29.1908777 -1.662645,29.1902098 -1.6630981,29.1901508 -1.6630472,29.1898598 -1.6632456,29.1898799 -1.6632844,29.1896962 -1.6634413,29.1895001 -1.6632291,29.1890968 -1.6627924,29.1891003 -1.6627521,29.1895801 -1.6623358,29.1897292 -1.6622374,29.1897889 -1.6622471,29.1903515 -1.661936,29.1906149 -1.6623)))"	Education	amenity=school	w	"298889634"	-1.662685	29.189983	school	Lycée Sainte Ursule																	"""name""=>""Lycée Sainte Ursule"", ""source""=>""Bing"", ""amenity""=>""school"", ""barrier""=>""wall"""
"MULTIPOLYGON (((15.3740009 -4.3999274,15.3740835 -4.3998987,15.3741351 -4.4000463,15.3740525 -4.400075,15.3740009 -4.3999274)))"	Education	amenity=school	w	"676999921"	-4.399987	15.374068	school	Lycée Notre Dame du Rosaire							"10"	Muana Nkosi	Kinshasa	school	"4"	cement_block	good				"""name""=>""Lycée Notre Dame du Rosaire"", ""wall""=>""yes"", ""amenity""=>""school"", ""building""=>""school"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Muana Nkosi"", ""building:levels""=>""4"", ""addr:housenumber""=>""10"", ""building:material""=>""cement_block"", ""building:condition""=>""good"""
"POINT (29.0514766 -4.1942026)"	Education	amenity=school	n	"5109750849"	-4.194203	29.051477	school	École primaire Lumbi																	"""name""=>""École primaire Lumbi"", ""source""=>""MSFsurvey"", ""amenity""=>""school"", ""source:date""=>""2017-07"", ""is_in:village""=>""Katanga 4"""
"POINT (18.2427517 -0.6958984)"	Education	amenity=school	n	"5811120451"	-0.695898	18.242752	school	EP Iyembe Monene				religious													"""name""=>""EP Iyembe Monene"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Bikoro"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Bikoro"", ""is_in:admin_level7""=>""Lac Ntomba"""
"POINT (28.65016 -2.0900332)"	Education	amenity=school	n	"1238147218"	-2.090033	28.65016	school	Ecole primaire Kavumo																	"""name""=>""Ecole primaire Kavumo"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/15"""
"POINT (29.420701 -0.014768)"	Education	amenity=school	n	"1213087416"	-0.014768	29.420701	school	Ecole primaire Bukembe																	"""name""=>""Ecole primaire Bukembe"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"POINT (18.1753382 -0.751786)"	Education	amenity=school	n	"5811120399"	-0.751786	18.175338	school	EP Nkonga				religious													"""name""=>""EP Nkonga"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Bikoro"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Bikoro"", ""is_in:admin_level7""=>""Lac Ntomba"""
"POINT (27.0034417 -7.8337806)"	Education	amenity=school	n	"1225816037"	-7.833781	27.003442	school	Ecole primaire Bukwashi																	"""name""=>""Ecole primaire Bukwashi"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"POINT (15.4277095 -4.4281772)"	Education	amenity=school	n	"4796448359"	-4.428177	15.42771	school	Complexe scolaire Mvundu																	"""name""=>""Complexe scolaire Mvundu"", ""source""=>""MSF survey 2016"", ""amenity""=>""school"""
"POINT (15.3161806 -4.3975459)"	Education	amenity=school	n	"5241592809"	-4.397546	15.316181	school	Complexe Scolaire Washington School																	"""name""=>""Complexe Scolaire Washington School"", ""amenity""=>""school"", ""wheelchair""=>""yes"""
"POINT (29.0862933 -4.1069833)"	Education	amenity=school	n	"5115876791"	-4.106983	29.086293	school	Institut Nyange																	"""name""=>""Institut Nyange"", ""source""=>""MSFsurvey"", ""amenity""=>""school"", ""source:date""=>""2017-07"", ""is_in:village""=>""Kalinga sud"""
"POINT (28.1184639 -3.2795)"	Education	amenity=school	n	"1235016471"	-3.2795	28.118464	school	Ecole secondaire Inst Elila																	"""name""=>""Ecole secondaire Inst Elila"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/21"""
"POINT (13.0266951 -5.0263087)"	Education	amenity=school	n	"5711693195"	-5.026309	13.026695	school	Kiniema Ecole																	"""name""=>""Kiniema Ecole"", ""source""=>""UNICEF"", ""amenity""=>""school"", ""is_in:province""=>""Kongo Central"""
"MULTIPOLYGON (((29.1811008 -1.656023,29.1805435 -1.6573035,29.1822658 -1.6579955,29.1824696 -1.6580907,29.1824839 -1.6582487,29.1807414 -1.6596132,29.1808639 -1.6597882,29.1818551 -1.6596334,29.1822786 -1.6605531,29.1834273 -1.6599137,29.183476 -1.6599227,29.184084 -1.6605646,29.1849042 -1.659878,29.1838835 -1.658831,29.1825881 -1.6575003,29.1811008 -1.656023)))"	Education	amenity=college	w	"193228734"	-1.658646	29.182394	college	ULPGL Faculté de Droit																	"""name""=>""ULPGL Faculté de Droit"", ""amenity""=>""college"", ""barrier""=>""wall"""
"POINT (29.2226667 -3.1058333)"	Education	amenity=school	n	"1237088620"	-3.105833	29.222667	school	Ecole primaire Kimuka																	"""name""=>""Ecole primaire Kimuka"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (29.6379592 -7.6250865)"	Education	amenity=school	n	"1226550391"	-7.625087	29.637959	school	Ecole primaire Kasenge																	"""name""=>""Ecole primaire Kasenge"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/08/21"""
"POINT (18.8111982 -0.5547245)"	Education	amenity=school	n	"5630836141"	-0.554725	18.811198	school																		"""fixme""=>""activité a confirmer"", ""amenity""=>""school"""
"POINT (29.149 -3.3656389)"	Education	amenity=school	n	"1237088668"	-3.365639	29.149	school	Ecole secondaire Quartier Kasenga																	"""name""=>""Ecole secondaire Quartier Kasenga"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (27.3917528 -3.6532556)"	Education	amenity=school	n	"1235003403"	-3.653256	27.391753	school	Ecole primaire Misanya																	"""name""=>""Ecole primaire Misanya"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/03/07"""
"POINT (27.4826613 -11.6776187)"	Education	amenity=school	n	"2744748805"	-11.677619	27.482661	school	ITS Institut Technique SALAMA			Don Bosco														"""name""=>""ITS Institut Technique SALAMA"", ""amenity""=>""school"", ""alt_name""=>""Ecole Technique Salama"", ""operator""=>""Don Bosco"", ""short_name""=>""ESIS"""
"POINT (28.6169139 -2.1560917)"	Education	amenity=school	n	"1238147194"	-2.156092	28.616914	school	Ecole primaire Kaundju																	"""name""=>""Ecole primaire Kaundju"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/12/18"""
"MULTIPOLYGON (((16.8196221 -2.765073,16.8199881 -2.7654486,16.8204161 -2.7649432,16.8200561 -2.7645736,16.8196221 -2.765073)))"	Education	amenity=school	w	"678508751"	-2.765011	16.82002	school																		"""amenity""=>""school"""
"MULTIPOLYGON (((15.384424 -4.4211757,15.3845071 -4.421173,15.3845019 -4.421331,15.3844201 -4.4213297,15.384424 -4.4211757)))"	Education	amenity=school	w	"676821914"	-4.421252	15.384464	school	Complexe Scolaire Étienne Tshisekedi							"65"	Savuvu	Kinshasa	yes	"1"	brick	average				"""name""=>""Complexe Scolaire Étienne Tshisekedi"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Savuvu"", ""building:levels""=>""1"", ""addr:housenumber""=>""65"", ""building:material""=>""brick"", ""building:condition""=>""average"""
"MULTIPOLYGON (((19.2781657 -5.0096651,19.2784134 -5.0100938,19.2793415 -5.0095617,19.2790938 -5.0091329,19.2781657 -5.0096651)))"	Education	amenity=school	w	"435190211"	-5.009613	19.278754	school																		"""amenity""=>""school"""
"MULTIPOLYGON (((15.3268806 -4.3148698,15.3270603 -4.3153967,15.3260491 -4.3156668,15.3259258 -4.3151854,15.3259311 -4.3149286,15.3268806 -4.3148698)))"	Education	amenity=school	w	"362439868"	-4.31523	15.326448	school																		"""amenity""=>""school"""
"POINT (15.3216704 -4.4234031)"	Education	amenity=school	n	"5768092538"	-4.423403	15.32167	school	Ecole Spoudazo																	"""name""=>""Ecole Spoudazo"", ""amenity""=>""school"""
"POINT (15.3784353 -4.413982)"	Education	amenity=college	n	"6574956494"	-4.413982	15.378435	college	Collège les Missionnaires							"21"	Direction Amba	Kinshasa	school	"1"	cement_block	average				"""name""=>""Collège les Missionnaires"", ""wall""=>""yes"", ""amenity""=>""college"", ""building""=>""school"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Direction Amba"", ""building:levels""=>""1"", ""addr:housenumber""=>""21"", ""building:material""=>""cement_block"", ""building:condition""=>""average"""
"POINT (25.4514722 -10.8509167)"	Education	amenity=school	n	"1197330668"	-10.850917	25.451472	school	Ecole primaire Lumiere Du Christ 6																	"""name""=>""Ecole primaire Lumiere Du Christ 6"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"MULTIPOLYGON (((25.9367065 -3.0024615,25.936186 -3.0027705,25.936544 -3.0035238,25.9370485 -3.0032115,25.9368965 -3.0029489,25.9367065 -3.0024615)))"	Education	amenity=school	w	"249116160"	-3.002992	25.936616	school																		"""amenity""=>""school"""
"POINT (18.3798627 -0.9412608)"	Education	amenity=school	n	"5731364816"	-0.941261	18.379863	school	EP Imama				public													"""name""=>""EP Imama"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""public"", ""is_in:educ_level6""=>""Bikoro"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Bikoro"", ""is_in:admin_level7""=>""Ekonda"""
"POINT (15.3704596 -4.4054624)"	Education	amenity=school	n	"4792088871"	-4.405462	15.37046	school	Complexe Omala Yaca																	"""name""=>""Complexe Omala Yaca"", ""source""=>""MSF survey 2016"", ""amenity""=>""school"", ""description""=>""high school"""
"POINT (28.8678722 -2.1313389)"	Education	amenity=school	n	"1238147450"	-2.131339	28.867872	school	Ecole primaire Sinaé 55é Cebce																	"""name""=>""Ecole primaire Sinaé 55é Cebce"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/25"""
"MULTIPOLYGON (((18.546491 -0.9511105,18.5461633 -0.9514708,18.5456349 -0.9514787,18.5453668 -0.9512388,18.5459304 -0.950609,18.546491 -0.9511105)))"	Education	amenity=school	w	"591656907"	-0.951118	18.545929	school																		"""amenity""=>""school"""
"POINT (15.3784347 -4.4139753)"	Education	amenity=school	n	"6575061513"	-4.413975	15.378435	school	Collège du Savoir							"24"	Nkanza	kinshasa	school	"2"	cement_block	average				"""name""=>""Collège du Savoir"", ""wall""=>""yes"", ""fixme""=>""préciser le batiment"", ""amenity""=>""school"", ""building""=>""school"", ""addr:city""=>""kinshasa"", ""addr:street""=>""Nkanza"", ""building:levels""=>""2"", ""addr:housenumber""=>""24"", ""building:material""=>""cement_block"", ""building:condition""=>""average"""
"POINT (18.2788504 0.0385644)"	Education	amenity=school	n	"5731453768"	0.038564	18.27885	school	CRS Besenge Vie Nouvelle				religious													"""name""=>""CRS Besenge Vie Nouvelle"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Mbandaka 2"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Mbandaka"", ""is_in:admin_level7""=>""Wangata"""
"POINT (28.9416332 -4.3003054)"	Education	amenity=school	n	"1229713515"	-4.300305	28.941633	school	Ecole primaire Sayuni																	"""name""=>""Ecole primaire Sayuni"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/25"""
"POINT (29.273888 0.111558)"	Education	amenity=school	n	"1207687206"	0.111558	29.273888	school	Ecole primaire Kyatsinge																	"""name""=>""Ecole primaire Kyatsinge"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"POINT (18.2705875 -0.4306453)"	Education	amenity=school	n	"5731987384"	-0.430645	18.270588	school	EP Reverand Sembe				religious													"""name""=>""EP Reverand Sembe"", ""fixme""=>""check is_in:admin_level7 value; check exact building"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Bikoro"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Bikoro"", ""is_in:admin_level7""=>""Des"""
"POINT (27.5263298 -11.6952213)"	Education	amenity=school	n	"3856752287"	-11.695221	27.52633	school	Complexe scolaire Les Savants Congolais																	"""name""=>""Complexe scolaire Les Savants Congolais"", ""amenity""=>""school"""
"POINT (26.3216083 -3.0001568)"	Education	amenity=school	n	"1232766126"	-3.000157	26.321608	school	Ecole primaire Kinamina																	"""name""=>""Ecole primaire Kinamina"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/01/18"""
"MULTIPOLYGON (((16.5607229 -1.8891853,16.561211 -1.8894239,16.5615624 -1.888676,16.5611011 -1.8884508,16.5607229 -1.8891853)))"	Education	amenity=school	w	"701979902"	-1.888938	16.561147	school	EP Solu																	"""name""=>""EP Solu"", ""amenity""=>""school"", ""school:FR""=>""primaire"""
"POINT (15.3546166 -4.4262354)"	Education	amenity=school	n	"6293490342"	-4.426235	15.354617	school	Ecole Saint Donat								Tshiasthi	Kinshasa	yes	"1"	brick	poor				"""name""=>""Ecole Saint Donat"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Tshiasthi"", ""building:levels""=>""1"", ""building:material""=>""brick"", ""building:condition""=>""poor"", ""is_in:admin_level7""=>""Kisenso"", ""is_in:admin_level8""=>""Kabila"""
"POINT (12.9517972 -4.8996008)"	Education	amenity=school	n	"5708353677"	-4.899601	12.951797	school	Lubuzi Ecole																	"""name""=>""Lubuzi Ecole"", ""source""=>""UNICEF"", ""amenity""=>""school"", ""addr:province""=>""Kongo-Central"", ""is_in:province""=>""Kongo Central"""
"POINT (28.7463159 -3.8906217)"	Education	amenity=school	n	"1229712918"	-3.890622	28.746316	school	Ecole secondaire Kitavi																	"""name""=>""Ecole secondaire Kitavi"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (29.299314 -0.278399)"	Education	amenity=school	n	"1213087417"	-0.278399	29.299314	school	Ecole primaire Kavisegho																	"""name""=>""Ecole primaire Kavisegho"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"POINT (29.161467 0.022115)"	Education	amenity=school	n	"1213087362"	0.022115	29.161467	school	Ecole primaire et secondaire Vusamba																	"""name""=>""Ecole primaire et secondaire Vusamba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/05/16"""
"MULTIPOLYGON (((15.3191552 -4.4048601,15.3192921 -4.4048826,15.3192785 -4.4049644,15.3191416 -4.4049419,15.3191552 -4.4048601)))"	Education	amenity=school	w	"677615570"	-4.404912	15.319217	school	Lwayi								Kasai	Kinshasa	yes	"1"	brick	average				"""name""=>""Lwayi"", ""amenity""=>""school"", ""building""=>""yes"", ""addr:city""=>""Kinshasa"", ""addr:street""=>""Kasai"", ""building:levels""=>""1"", ""building:material""=>""brick"", ""building:condition""=>""average"""
"POINT (25.1840578 0.5101391)"	Education	amenity=school	n	"1931946468"	0.510139	25.184058	school	Home Feyen																	"""name""=>""Home Feyen"", ""amenity""=>""school"""
"POINT (29.49062 0.50414)"	Education	amenity=school	n	"6477799691"	0.50414	29.49062	school	ECOLE PRIMAIRE MABAMBILA/CECA																	"""name""=>""ECOLE PRIMAIRE MABAMBILA/CECA"", ""amenity""=>""school"", ""school:FR""=>""primaire"""
"POINT (28.9255611 -2.0983472)"	Education	amenity=school	n	"1238147513"	-2.098347	28.925561	school	Ecole secondaire Inst Ruhagara																	"""name""=>""Ecole secondaire Inst Ruhagara"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/26"""
"MULTIPOLYGON (((28.0769006 -1.4293945,28.0773416 -1.4290861,28.0777301 -1.4296415,28.0772891 -1.4299499,28.0769006 -1.4293945)))"	Education	amenity=school	w	"157011678"	-1.429518	28.077315	school	École Primaire Mika																	"""name""=>""École Primaire Mika"", ""amenity""=>""school"""
"POINT (29.1329444 -3.459)"	Education	amenity=school	n	"1237088596"	-3.459	29.132944	school	Ecole primaire Kabimba																	"""name""=>""Ecole primaire Kabimba"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2006/02/01"""
"POINT (28.7444167 -2.8325694)"	Education	amenity=school	n	"1235017349"	-2.832569	28.744417	school	Ecole secondaire Inst Beroya																	"""name""=>""Ecole secondaire Inst Beroya"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/02/01"""
"POINT (29.2118721 -4.1322765)"	Education	amenity=school	n	"5342598614"	-4.132277	29.211872	school	École primaire Some																	"""name""=>""École primaire Some"", ""fixme""=>""approximate location"", ""source""=>""MSFsurvey"", ""amenity""=>""school"", ""source:date""=>""2017-07"", ""is_in:village""=>""Some, Kifinga, Kalole, Kapara"""
"POINT (18.2707234 -0.6969828)"	Education	amenity=school	n	"5811120356"	-0.696983	18.270723	school	CRS Iyembe Monene				religious													"""name""=>""CRS Iyembe Monene"", ""source""=>""USAID"", ""amenity""=>""school"", ""operator:type""=>""religious"", ""is_in:educ_level6""=>""Bikoro"", ""is_in:admin_level4""=>""Equateur"", ""is_in:admin_level6""=>""Bikoro"", ""is_in:admin_level7""=>""Lac Ntomba"""
"POINT (29.0772667 -2.1640889)"	Education	amenity=school	n	"1238147190"	-2.164089	29.077267	school	Ecole primaire Kabingu																	"""name""=>""Ecole primaire Kabingu"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/25"""
"MULTIPOLYGON (((27.965485 2.1067228,27.9660732 2.1069509,27.9664036 2.1059417,27.9658046 2.1057431,27.965485 2.1067228)))"	Education	amenity=school	w	"617411913"	2.106341	27.965944	school																		"""amenity""=>""school"""
"POINT (29.0446548 -4.3146367)"	Education	amenity=school	n	"5258163506"	-4.314637	29.044655	school	École primaire Nuru																	"""name""=>""École primaire Nuru"", ""source""=>""MSFsurvey"", ""amenity""=>""school"", ""source:date""=>""2017-07"", ""is_in:village""=>""Sebele 3"""
"MULTIPOLYGON (((27.5434925 2.5690219,27.5436297 2.5681028,27.5457948 2.5686509,27.545664 2.5694752,27.5450456 2.569336,27.5440623 2.569121,27.5434925 2.5690219)))"	Education	amenity=school	w	"613958393"	2.568804	27.54463	school																		"""amenity""=>""school"""
"POINT (29.7312561 -7.0549741)"	Education	amenity=school	n	"1226550343"	-7.054974	29.731256	school	École ISDR																	"""name""=>""École ISDR"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2009/08/06"""
"POINT (18.7921944 4.3442222)"	Education	amenity=school	n	"1207660266"	4.344222	18.792194	school	Ecole primaire Mole																	"""name""=>""Ecole primaire Mole"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2010/04/21"""
"MULTIPOLYGON (((25.0110057 -8.728359,25.010975 -8.7284617,25.0118582 -8.7287582,25.0118913 -8.7286532,25.0116824 -8.7285838,25.0116577 -8.7285756,25.0110694 -8.7283802,25.0110446 -8.728372,25.0110057 -8.728359)))"	Education	amenity=school	w	"542226074"	-8.728558	25.011433	school	Institut LUBIMBI			l'Etat														"""name""=>""Institut LUBIMBI"", ""amenity""=>""school"", ""operator""=>""l'Etat"""
"MULTIPOLYGON (((18.5004991 -0.7813784,18.5010195 -0.7799784,18.5006091 -0.7798188,18.499618 -0.7810485,18.5004991 -0.7813784)))"	Education	amenity=school	w	"591275261"	-0.780628	18.500388	school																		"""amenity""=>""school"""
"MULTIPOLYGON (((24.9679623 -8.7394066,24.9679056 -8.7395657,24.9682019 -8.7396688,24.9682586 -8.7395097,24.9679623 -8.7394066)))"	Education	amenity=school	w	"607114003"	-8.739538	24.968082	school																		"""amenity""=>""school"""
"POINT (28.1327583 -3.3434278)"	Education	amenity=school	n	"1235017511"	-3.343428	28.132758	school	Ecole primaire Biligi																	"""name""=>""Ecole primaire Biligi"", ""source""=>""GPS"", ""amenity""=>""school"", ""source_ref""=>""www.rgc.cd"", ""attribution""=>""«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»"", ""source:date""=>""2008/11/24"""
